Iterations,input,output
956,(p(r∨t))⊢(r∨(r∨t)),((∨∨))(∨∨)((∨∨)(∨∨))
957,((p∧t)t)⊢(t∨(p∧t)),((tt)t(ttt((tt)(
958,((r→t)t)⊢(t∧(q∨t)),((tt))(t))((∨t)()
959,((r∨p)(r→r))⊢((r∨p)∨s),((∨r)r(r))((∨r)(∨∨))∨)
960,(((r→s)∧r)p)⊢(r∨(p∨q)),((→r))(r))((∨))(∨∨)))
961,((¬p)(q∧t))⊢(t∨(¬p)),(¬∧)((¬))((∨)(())(
962,((r∨r)q)⊢(((r∨r)→q)∨s),((rrrr(r))((∨r)(r∨))∨)
963,(((p∧t)∧s)p)⊢(p∨r),((∧∧))(p))((∨p)(
964,((p→q)q)⊢(q∨p),((∧∧))((∨))(∨∨)
965,((¬s)((r→t)∧t))⊢(((¬s)∨t)∨q),((∧(((∧))((∨)((())())))(
966,((s→q)p)⊢(t∨(s→q)),((→→))(())((∨→)(∨))
967,((p∨p)(s∧(t∨p)))⊢((p∨p)∨q),(p∨p)(pp))(p∨)((pp))∨p))
968,((t∨p)s)⊢((t∨p)∨r),((∨∨))(p∨)((∨∨)(∨∨))
969,((t∨q)(s→(p∨q)))⊢(p∨(t∨q)),((∨∨)(∨∨))((∨)((∨∨))∨)))
970,((p→q)(t∧q))⊢(r∨(p→q)),((→→))()))((∨))(∨∨)))
971,(s(p→s))⊢((p→s)∨t),((→→))(p))((∨→)(∨))
972,(r(s∨q))⊢((s∨q)∨t),((∨∨))(q))((∨∨)(∨∨))
973,((p∧(¬r))s)⊢((p∧(¬r))∧(¬r)),(¬s)((¬))(¬¬)(¬¬))(¬)((¬)
974,((p∧t)s)⊢(s∨q),((∧∧))((∨)(()
975,(t(t∧t))⊢((t∧t)∨p),(ttt)t(tttt(tt)t
976,(q(q∨(¬p)))⊢(r∨(q∨(¬p))),(¬∨)((∨))((∨)(∨∨)(∨∨)()
977,(p((t∨r)∨t))⊢(p→(p∨q)),((∨∨))(∨))((∨))(∨∨))∨)
978,((¬s)(p∨q))⊢(s∨(p∨q)),((∨∨)(∨))(((∨))()∨))
979,(((p∨s)∧r)t)⊢(t∨r),((∧∧))(())((∨∨)()
980,(p(s∧t))⊢((s∧t)→((s∧t)∨q)),((∧∧)(∧∧))((())()∧()))
981,(((p∧q)∧r)(r∧q))⊢((r∧q)∨p),((∧∧)(∧)))((()(())()))
982,((p∧t)s)⊢p,((∧∧))(
983,((p∨(¬p))(s∧p))⊢(s∨(p∨(¬p))),(pp)((pp)((p)((pp(pp)((p))
984,(r(q∧(¬r)))⊢(r∧(p∨r)),((rr)(r))((()r)())
985,((t∧r)(¬s))⊢(t∧r),((∧∧))∧()(()∧)
986,(((¬s)∨s)(t→s))⊢(((¬s)∨s)∨r),((∨()(∧))((∨)((())(()))()
987,((t∨(¬s))(t→s))⊢(r∨((t→s)∨r)),((∨()(∨))(((∨)((()(()))()
988,((q→(s∨s))q)⊢(q→(q∨p)),((→→))(q))((∨))(∨∨)))
989,((r∨p)p)⊢(p∧((r∨p)∨t)),((∨p)p(p))((∨p)(∨∨))
990,(r(p∨(r∧s)))⊢(p∨(r∧s)),((rr))(p))((∨))()∨))
991,((s∨(¬p))(s∧s))⊢((s∨(¬p))∨s),(¬s)((∧))((p)((())(()((()
992,(((q∧p)→p)r)⊢((r∨q)∨r),((∨r))(r))((∨))(∨∨)))
993,(p((r∨p)∨t))⊢(s∨p),((∨p)p(p∨)((∨∨)(∨∨))
994,((p∧(q∧r))p)⊢(p∧p),((∧∧))(())((∨p)
995,(s(r∧(q∨r)))⊢(s∨r),((rr))(r))((∨r)()
996,((r∧r)(r∨t))⊢((r∨t)∨t),((∨∨))(∨))((∨))(∨∨)))
997,((q∨(s∧p))s)⊢((s∨r)∨r),((rr))()))((∨))(∨∨)))
998,(r((t→p)∨q))⊢((t→p)∨q),((∨∨))()))((∨))(∨∨))∨)
999,((p∧s)(s∨p))⊢(r∨(p∧s)),((∧p)(pp))((∨))()p))
1000,((s→t)(p∨r))⊢(r∨(p∨r)),((∨∨))(∨))((∨))(∨∨))∨)
1001,((s∧p)(s∨s))⊢((s∨s)∨r),((→∧))(p))((∨))()∨)))
1002,((p∧r)(s∧q))⊢q,((∧∧))(())((
1003,((p→t)(t∧(r∧s)))⊢(r∨(r∧s)),((∧∧)(s)))((∨))()s()))
1004,(p(t∧(q∨t)))⊢(p∨r),((∨∨))(t))((∨∨)(∨)
1005,((¬q)q)⊢q,q(∧∧)q(
1006,((s∧(t∨p))((s∧q)→p))⊢((s∧(t∨p))∨t),((→()(t))(((()((()(()))()()))))
1007,(q((¬t)→t))⊢(p∨(t∨q)),((∨t)(tt)(((∨))(∨∨))
1008,(p((s→r)∧s))⊢(t∨s),((∧∧))(())((∨s)()
1009,((¬t)p)⊢(q∨p),((∧∧))(()∨()
1010,((q→(q→t))p)⊢(p→(s∨p)),((→→))(→))((∨))(∨∨)))
1011,((r→t)(p∧r))⊢((p∧r)→r),((→∧))(s))((∨))(∨∨)))
1012,(((r∨q)∧t)q)⊢(q∨p),((qq))(q))((∨q)(∨)
1013,(((r∧r)∧s)p)⊢s,((∧∧))(()∧((
1014,(s(t∧(t∨t)))⊢((t∨t)∨p),(ttt)ttt)t(ttt)(ttt))
1015,((t∨t)(s∨s))⊢((s∨s)→(t∨(s∨s))),((→()(→)))((∨)((()((∨))()
1016,((¬t)(s∨r))⊢((t∨(s∨r))∨s),((∨()(∨))((∨∨)(()(())))
1017,(p(r∧s))⊢(p→r),((∧∧))((∨)(()
1018,(((t→q)→q)(t→t))⊢(t→t),((→→t)(t)t((tt)(tt))t)
1019,(((¬q)∨q)(r∧q))⊢(((¬q)∨q)∧q),(qqq(qq))(qq)(qqq)qq)(qqq)
1020,((s∧(t∨p))((s∧q)→p))⊢(q∨s),((∧()(∧)))((∨))(()()))))
1021,((q∧p)(t→p))⊢((t→p)∨t),((→t))(t))((∨t)(t∨)))
1022,((q∧q)(p∨r))⊢((q∧q)→q),((qq))qq))((qq)(qq))
1023,((t→t)(r→p))⊢((r→p)∨r),((→→))(→))((∨))(∨∨))∨)
1024,((r∨s)(t→t))⊢(r∨s),((→→))((∨)((∨∨)(∨))
1025,(((t∧t)∧q)s)⊢t,((∧∧))(()∧((
1026,((s∧q)(s∧t))⊢((s∧q)∧((s∧q)∨q)),((∧∧)(∧∧)((∧∧∧∧(∧∧∧)∧∧))
1027,((¬t)((r→t)∨r))⊢(((r→t)∨r)∨p),((∨()(∨))((∨∨)((∨(((∨))()∨)
1028,((t∨r)t)⊢(t∨(t∨s)),((∨∨))(t∨)((∨∨)(∨∨))
1029,((¬t)(¬r))⊢((¬t)∨t),(¬¬)(¬¬))((∨¬(∨))()
1030,((¬p)(q∨q))⊢(t∨(¬p)),(¬∨)((¬))((∨)((()(())
1031,(s((q∧s)→r))⊢(s→(p∨s)),((→∧))(∧))((∨s)(s→)))
1032,((¬s)(q→(s→r)))⊢((q→(s→r))→((¬s)→(q→(s→r)))),(s→()(r))((s))((()(((→((((((r((((→)))))))))))))))))))
1033,(s(t∧(p∨t)))⊢(s∧t),((∧∧))(())((∨t)(
1034,((r→s)s)⊢(t∨s),((∧∧))((∨)((∨)
1035,(r(s∧(p→r)))⊢(t∨(r∨r)),((→r))(r))((∨r)(∨∨)))
1036,(r(s∧t))⊢t,((∧∧))(
1037,(p(s→t))⊢(t∨(p∨s)),((→p))(p))((∨p)(∨))
1038,((p→s)(t∧r))⊢((p→s)∨t),((→→))(p))((∨))(∨∨)))
1039,((q∧q)(p∧t))⊢t,((∧∧))((∨)((
1040,((¬q)(s∧t))⊢((s∧t)∨p),((∧∧)(∧))(((())())
1041,(((s→p)∨r)r)⊢(r→(r∨r)),((rrrr(r)r((rr)(r∨r)∨r)
1042,(((t∨q)→p)t)⊢((q∨t)∨p),((∨∨))(t))((∨))(∨∨))∨)
1043,((s→(s∧q))s)⊢(s∨p),((∧∧))(())((∨s)()
1044,((¬q)t)⊢(t→((¬q)→t)),((∧q)(∧t)((t(()()(()
1045,(t((t∧t)→p))⊢(t→((t∧t)→p)),(ttttttt)t(tttt(tttttt))
1046,((p∧t)s)⊢(p∨(p∧t)),((∧p))(p))((∨p)(
1047,(q(r→r))⊢(q→(q∨t)),((→q))(q∨)((∨q)(∨∨))
1048,(s(p∧t))⊢((p∧t)∨t),((∧∧))(())((∨t)(
1049,(((¬s)∧t)t)⊢(q∨t),((∧∧))∧t)(((∨t)
1050,((s∧s)q)⊢(t∨q),((∧∧))((∨)(()
1051,((q→r)q)⊢q,q(qq))((∨q)
1052,((p∧t)(p→q))⊢((p∧t)∧(p→q)),((∧∧)(∧)))((∨))((∧()))
1053,((s∨(t∧p))s)⊢(s∧(s∨q)),((∧∧))∧∧))((∨))()))
1054,(q(t∨q))⊢(t∨(t∨q)),((q∨))(t∨q((∨q)(∨∨))
1055,((t→r)q)⊢(q→(r∨q)),((→q))(q∨)((∨q)(∨∨))
1056,((s→p)(s∧(¬q)))⊢(t∨(s→p)),((∧()(∧))(((()(())())))
1057,(q(r∧t))⊢(q∨t),((∧q))((∨))()
1058,((q∨t)t)⊢(t∨r),((∨∨))(t∨))(∨∨)
1059,((q→p)(s∧r))⊢((s∧r)→((s∧r)∨t)),((→()(s)))((s)(((s()))))
1060,((r→s)(q∧s))⊢((q∧s)∨q),((∧∧))q∧))((∨))()∧)))
1061,((¬p)(t∨s))⊢((¬p)→(t∨s)),((∨))(p))((∨)((()(())))
1062,(((s→p)∨r)r)⊢(s∨((s→p)∨r)),((→r)(()))((∨)((∨∨))∨r))
1063,(p(r∧p))⊢(p→(p∨p)),((pp)p(ppp((pp)(pp)
1064,(p((q∨p)∧q))⊢(q∨((q∨p)∧q)),((∨()(q))(((∨)((∨∨())))
1065,((s∧(q∧q))s)⊢(s∧(s∨t)),((∧∧))∧∧))((∧∧)(∧)
1066,((t∨p)q)⊢((t∨p)→(q∨(t∨p))),((∨∨)(∨∨))((∨)((∨∨))∨∨))
1067,((t∧s)s)⊢(p∨s),((∧∧))((∨)(()
1068,(t((p∨q)∧t))⊢(t∨s),((tt))(t))((∨t)()
1069,(t(r∧(q→q)))⊢((r∧(q→q))→r),((→q))qq))((qq)(qq))∨q))
1070,(((q∨s)∧q)r)⊢(((q∨s)∧q)∨q),((qq)(qq))(qqq((qqqq)q)
1071,(p(q→r))⊢(t∨p),((→→))((∨))(∨∨)
1072,((¬q)t)⊢(s∨(s∨t)),((∧∧))(t))((∨))(
1073,(((¬q)∨q)p)⊢(((¬q)∨q)∨r),((∨)((∨))((∨)((∨)(∨∨)()
1074,(t(q∧s))⊢((q∧s)∨t),((∧∧))(())((∨q)(
1075,(r((q∨q)→r))⊢(r→(r→((q∨q)→r))),(q→rr(q→))(r∨r((rr(r∨r))∨r)
1076,(p(t∧p))⊢(r∨p),((pp)p((∨))()
1077,((t∨(s→q))q)⊢(q∧(s∨q)),((qq))(q))((∨q)(qq)))
1078,((s∧(¬t))(r→(s∨s)))⊢((r→(s∨s))∨r),((s()(r))((s))((()(()))((())))))
1079,(p(q→q))⊢(q∨p),((∧∧))((∨))(∨∨)
1080,((¬s)(p→t))⊢((p→t)∨t),((∨p)((p))((∨))()∨))
1081,(s((p∨s)∨q))⊢s,((∧∧))((∨)((∨)
1082,((r∧(r→q))s)⊢(p∨(r→q)),((→r))(r))((∨r)(∨∨)))
1083,(r(r∧s))⊢((r∨q)∨r),((rr)r(r)r((∨r)(∨)
1084,(t(t→p))⊢(t∨(r∨t)),((∨t))(t∨)((∨t)(∨∨))
1085,((t∨p)(q∨q))⊢(t∨(t∨p)),((∨∨))(t))((∨))(∨∨))∨)
1086,((¬q)(p∧q))⊢(¬q),(¬∧)(¬∧()(())
1087,((s∧p)(s→p))⊢((s→p)∧((s→p)∨p)),(p→p)(pp))(ps)((sp(ppp))
1088,((t∨s)r)⊢((t∨s)∨p),((∨∨))(p∨)((∨∨)(∨∨))
1089,(((q∨p)∧q)(p∧t))⊢((p∧t)→t),((∧t)(t)))((∨))(tt()))
1090,(q(s∧p))⊢(s∨((s∧p)∨q)),((∧∧))()))((∨))()∨))
1091,((r∨s)(p∧t))⊢(q∨(r∨s)),((∨r))()))((∨))(∨∨)))
1092,(p(p∨p))⊢(p→(p∨p)),pppppp(ppppppp)pppp)
1093,((s∨q)(p∧q))⊢((s∨q)→((s∨q)∧(p∧q))),((→()(q))((q()((()(()))((()))))
1094,((r→(r→p))((t∧q)∨t))⊢(r∨((t∧q)∨t)),((∨()(∨))(((∨)((()((∨))((∨)))))
1095,(((t∨r)∧s)((p→q)∧r))⊢(((t∨r)∧s)→s),((→()(s)))((()((()(()))((())))
1096,((s∧s)(r→t))⊢(t∨(r→t)),((→→))(→))((∨))(∨∨)))
1097,((s→s)s)⊢((s→s)∧s),((∧∧))s∧ss((ss)(
1098,(r(q∨(r∧p)))⊢((q∨(r∧p))∧(r→(q∨(r∧p)))),(r∨()(r))((r)(((()(()))((()))))))))
1099,(s((t→s)∧p))⊢(((t→s)∧p)∧(s∧((t→s)∧p))),(s∧()(s∧))(∧s)((s∧∧s∧∧)(∧∧∧∧s∧))))
1100,(t((t∨t)→p))⊢t,t(tt)t(t∨t)(∨t)
1101,((p→q)q)⊢(q∨q),((qq))((∨q)(∨q)
1102,((r∧q)(t→r))⊢((r∧q)→((r∧q)∨r)),((→()(q)))((∨)(((q()∨)))
1103,((t∨q)(s→(p∨q)))⊢(t∨(p∨(t∨q))),((∨∨)(∨∨))(∨∨)((∨∨((∨))()∨))
1104,((r∧q)(s∨r))⊢((r∧q)∨p),((rr))(r))((∨r)(∨∨))
1105,((q∨(¬s))(t→(q∧s)))⊢((q∨(¬s))∨p),((∨(((∧))((∨)((())(()((()))))))
1106,((p∧p)(s∧(t∨s)))⊢(q∨(t∨s)),((∧()(∧)))((∨)((()())))
1107,(s((q∧q)∨p))⊢(s∧(t∨s)),((∧∧))()))((∨))()))
1108,((p→(r∨s))p)⊢(s∨p),((→p))(p∨)((∨p)(∨∨))
1109,(p(r→(¬q)))⊢(r→(¬q)),((∧))(∧))((()((()(()
1110,((¬t)(¬p))⊢((¬t)∨q),(¬¬)(¬¬))((∨¬(¬))()
1111,((r→(r∧p))t)⊢(r→(r∧p)),((→∧))(s))((∨))(∨∨)))
1112,((p→(r∨s))p)⊢((p→(r∨s))→p),((→p)(p→))((∨))(∨p))∨p))
1113,(s(q∧t))⊢q,((∧∧))(
1114,((r∧(p∧q))t)⊢p,((∧∧))((∨)((
1115,(t((p∧t)∨s))⊢(t∨t),((tt)t(t)t((∨t)()
1116,((¬p)(t∧s))⊢((t∧s)∧t),((∧∧)(∧∧)(()∧∧))
1117,(p(p∨p))⊢(t∨(s∨p)),((∨p)p(p∨p((∨p)(p∨))
1118,(((p∧s)∧t)(q→r))⊢((q→r)∧t),((∧∧))∧∧))((∨))((∧()))
1119,((s→(¬p))s)⊢(s∧(s∨s)),((∧∧)(∧∧))((())()∧))
1120,((t∨s)p)⊢(q∨(p∨p)),((∨p))(p∨)((∨∨)(∨∨))
1121,((t∨q)(s→p))⊢((s→p)∧(s∨(s→p))),((→()(s→))((∨)(((→((∨))))
1122,(r(q∨(p∧s)))⊢(r∨p),((rr))(r))((∨∨)(∨)
1123,(q(q∧(q→q)))⊢(q∨q),q(qqqqqqqqqqqq)qqqq)
1124,((¬p)(q∧t))⊢((¬p)∧(q∧t)),(¬∧)((∧))(())(()))())
1125,((q∧t)((p→q)→q))⊢(q∨s),((→q))(q))((∨q)(q∨)))
1126,((¬p)(t→s))⊢((¬p)→(t→s)),((∧()(∧))((())(())())))
1127,(p(r∧(s∨q)))⊢(p∨(r∧(s∨q))),((∨()(r)))((∨)(((∨())))
1128,((t→p)((p→t)∨s))⊢((t→p)∨p),((→p)(p→))((∨))(∨p))∨p))
1129,((p∧(q∧r))p)⊢q,((∧∧))((∨)((
1130,((r→(r→p))((t∧q)∨t))⊢((r→(r→p))∧((t∧q)∨t)),((→()(→))((→∨)((()((())((()()))((∨)))))))
1131,((s∨p)(q∧r))⊢((s∨p)→(q∧r)),((→()(()))((∨)(((∨()))))
1132,((p∨q)(s∨t))⊢((p∨q)∨t),((∨∨))(∨))((∨))(∨∨))∨)
1133,(p((q→r)∧r))⊢((s∨p)∨q),((→r))()))((∨))(∨∨)))
1134,(((p→t)∧r)(t∧s))⊢((t∧s)∨r),((∧∧)(∧)))((∨))()∧()))
1135,((p∧s)((p∧t)∨t))⊢(q∨(p∧s)),((∧()(∧)))((∨)(())()))
1136,((p→(¬r))(s∧q))⊢(r∨(s∧q)),((∧()(∧))((()((())())))
1137,(t(p∧(p∨p)))⊢(t∧(t∨s)),((pp))(p))((∨p)(p∨))
1138,(((r∧s)∨r)s)⊢(((r∧s)∨r)∨t),((rr)(r)))((∨)((rr())))
1139,(r(s→(t∧p)))⊢(r→(s→(t∧p))),((→s))s∧))((∨))((→))∨s))
1140,(((p∧t)∧s)p)⊢((p∧t)∨p),((∧p)ppp))((pp)(pp))
1141,((r∧r)(s∧q))⊢((r∧r)→r),((r∧))rr))((rr)(rr))
1142,(r(s→(q→s)))⊢(r→(p∨r)),((→→))(→))((∨→)(∨∨)))
1143,((q∧r)(p∨s))⊢((q∧r)∨p),((∧r))()))((∨))(∨∨))
1144,(q(t∧t))⊢(q∧t),((∧∧))((tt((
1145,(p(t→p))⊢(p∨s),((pp))(p∨))(∨∨)
1146,((q∧p)((s∨q)∨p))⊢(q∨t),((∨∨))()))((∨))(∨∨)))
1147,((s∧r)t)⊢((s∧r)∨q),((∧∧))(())((∨s)(
1148,((t∨(s∧r))p)⊢((t∨(s∧r))∨r),((∨()(()))((∨)((∨∨())))
1149,(q((¬t)→t))⊢(q∨q),((qq))(t))((∨q)(
1150,((p→s)p)⊢(p∨t),((pp))(p∨))(∨∨)
1151,((s∧s)t)⊢(t∨(s∧s)),((∧∧))∧())((∧∧)(
1152,((q∨r)(q→s))⊢((q∨r)∨q),((∨q))(q))((∨q)(∨∨))∨)
1153,(p(r→q))⊢(r∨(r→q)),((→r))(r∨)((∨r)(∨∨))
1154,((r∨r)(s→(p∧t)))⊢((r∨r)∨s),((∨r)(r)))((∨)((∨∨))∨)))
1155,((r→q)(p∧(t∨r)))⊢((p∧(t∨r))∨s),((∨()(∨)))((∨)((((()∨))))
1156,((t∨t)(r∨s))⊢(p∨(r∨s)),((∨∨))(∨))((∨))(∨∨)))
1157,(q(r∨s))⊢(q∨(r∨s)),((rr))(r))((∨r)(∨∨))
1158,(((q∨q)→r)r)⊢((r∨r)∨r),((rrrr(rrr(r∨r)rr∨r)∨r)
1159,((r→(t∧q))s)⊢((r→(t∧q))∨q),((→q))q)))((∨))(qq))∨)))
1160,((¬s)(p∧(r∨r)))⊢(((¬s)∨q)∨q),(¬∨)((∨))((∨)((∨)(())((())
1161,((r∧p)(q∧p))⊢((r∧p)∧(q∧p)),((∧∧)(∧∧))((())()∧()
1162,(((q∨s)→q)p)⊢(p∨((q∨s)→q)),((→()(()))((∨)((∨∨))∨)))
1163,((s∨(p∨t))(p∧r))⊢((p∧r)∧p),((pp)(pp))(pp)((pp()))
1164,(r(¬s))⊢(¬s),(¬∧))¬∧()∧)
1165,(((q∧p)∧s)((t∧s)∧q))⊢s,((∧∧))∧∧)∧((∧∧∧(∧
1166,(p(r→s))⊢(p∨q),((→∧))((∨))(∨∨)
1167,((t∧p)(s∨q))⊢(r∨(s∨q)),((∨())()))((∨))(∨∨)))
1168,((t∧s)(¬p))⊢((t∧s)→((t∧s)∨s)),((∧()(∧))((∧))(()∧()))))
1169,((t∨(¬s))(t→s))⊢((t∨(¬s))∨s),((∨()(∧))((∨)((()((()))()
1170,(((t∧t)→q)(q∨t))⊢(t∨((q∨t)∨s)),(tt()(tt))(tt)((tt(t∨t))t)
1171,(q(r∨q))⊢((r∨q)→(q→(r∨q))),(q∨qq)qq))(q∨q((qq)q∨q))
1172,((q∨r)((¬t)∨p))⊢((q∨r)∨r),((∨∨)(∨∨)((∨∨(((∨∨∨∨)))
1173,((¬r)r)⊢(t∨r),((rr))(()∨()
1174,(t(s∧p))⊢(t∧p),((∧∧))((∨)((
1175,((p∧p)(s∧(t∨s)))⊢((s∧(t∨s))∨r),((∧()(∧)))((()((()()))))
1176,((p→p)((t→s)∨t))⊢(p∨((t→s)∨t)),((→()(p→))((∨)((∨p((∨t))∨))
1177,(((r∧s)∨r)s)⊢(q∨s),((∧∧))(())((∨r)()
1178,((r∧q)s)⊢r,((∧∧))(
1179,((p∨(¬p))q)⊢(s∨(p∨(¬p))),(¬∨)((∨p)((∨)((∨)(())(
1180,((q∨(t∧r))((¬s)∨p))⊢((q∨(t∧r))∧((¬s)∨p)),(¬∨(((∨))(∨∨)((∨))(()((()))()))))))))))
1181,(q(q∧(q→q)))⊢((q∧(q→q))∨s),(qqqqqqq)qqqqqqqqqqqqq))
1182,((t∧s)t)⊢(t∨s),((∧∧))((∨)(()
1183,(s((q→t)∧q))⊢(t∨s),((∧∧))(())((∨q)()
1184,(t(r∧t))⊢((r∧t)∧t),((∧∧))(())((∨t)
1185,((q→r)q)⊢((q→r)→r),((→→))(q∨)((∨→)(∨))
1186,(s(p∧s))⊢(s∧(p∧s)),((∧∧))∧(s∧s(∧s)
1187,((r→r)((s∨q)∨t))⊢((r→r)→((r→r)∨r)),(r→rr(r→))(rrr((rr(rrr)((rr)r)r)∨)
1188,((r→(r∧r))(p∧r))⊢(q∨p),((rr))(r))((∨r)(∨∨))
1189,((r∧(q∧t))p)⊢((p∨s)∨q),((∧∧))()))((∨))()∨))
1190,((t∨(p→p))s)⊢s,((∧∧))((∨))(∨∨)
1191,((p∨r)p)⊢(q∨p),((∨∨))(p∨))(∨∨)
1192,((t∨t)(r∨t))⊢(r∨(t∨t)),((∨∨))(t))((∨))(∨∨))∨)
1193,((s→(t∨s))q)⊢((s→(t∨s))→q),((→→))(→))((∨))((→))∨)))
1194,((r→p)((r→t)∨r))⊢((r→p)∧((r→p)∨r)),((→()(r→))(r∨)((rr((∨r)((r))r))))
1195,(p(r∨t))⊢(p∨p),((∨p)p(p∨∨)(∨∨)
1196,(((t∧s)→q)r)⊢(((t∧s)→q)∨r),((→())q)))((∨))((→))∨)))
1197,(q(s∧(r∨p)))⊢(r∨p),((rr))(r))((∨∨)(∨)
1198,((r∨q)(¬t))⊢(r∨q),((∨∨))(q)(((∨q)(∨
1199,(((¬p)∨t)(s∧q))⊢(t∨((¬p)∨t)),(¬∨)((∨))((∨)((∨)((∨)((())
1200,((q∧q)p)⊢(p→(r∨p)),((→∧))(())((∨∨)(∨)
1201,(q((¬q)∨t))⊢(q→(q∨r)),((qq)qqq)((qqq)(qq))
1202,(s(r→s))⊢(q∨(r→s)),((→→))(())((∨→)(∨))
1203,((s∧(¬q))t)⊢((¬q)∨t),(¬∧)((∧))(())(())(
1204,((r→p)(r∧q))⊢((r∧q)∨p),((rr))()))((∨))(∨∨))
1205,(r(p∧s))⊢(r∧s),((∧∧))(()∧((
1206,(r((t∨s)→t))⊢(t∨r),((→→))(t∨)((∨∨)(∨∨))
1207,((¬p)(s∧t))⊢s,((∧∧))(()∧()
1208,((r∧t)(q∨(¬q)))⊢(r∨(r∧t)),((∨()(q))((∨)((()(())))
1209,(s((r→r)∨r))⊢(s∨p),((rr))(r∨)((∨r)(∨∨))
1210,((s∧p)s)⊢(s→s),((∧∧))((ss(()
1211,((s∨s)r)⊢(r∧(s∨r)),((rr))(r))((∨r)()
1212,(t((¬r)∧s))⊢(((¬r)∧s)∧(¬r)),(¬∧)((∧))(¬¬)((¬))∧¬)(∧¬)
1213,(t(q∧s))⊢((q∧s)∧s),((∧∧))∧()∧((∧∧)
1214,((s∨(¬r))p)⊢p,((p∧)p(p))()
1215,((¬s)((r→t)∧t))⊢(t∨((¬s)∨t)),((∧()(∧))((∨)((()(())))()
1216,((p∧r)(s∧q))⊢p,((∧∧))((∨)((
1217,((s∨q)q)⊢((s∨q)∨p),((∨∨))(q))((∨∨)(∨∨))
1218,(((s→t)∧r)s)⊢((t∨s)∨q),((→∧))()))((∨))(∨∨)))
1219,((q∧t)r)⊢(r∨(r∨p)),((∨∨))(r))((∨∨)(∨)
1220,((s∧s)((t∧p)→s))⊢(((t∧p)→s)∨s),((∧s)(s∧))((s)((s∧(s∧s))
1221,((s∨p)s)⊢(p∨s),((∧p))((∨)((∨)
1222,(((r∧s)→q)(¬r))⊢((¬r)→(t∨(¬r))),(¬∨)((r))((∨)((∨))(()((()))))
1223,(r(s∧t))⊢(s∨r),((∧∧))((∨)(()
1224,((¬p)(t∧s))⊢((t∧s)∨s),((∧∧)(∧p)(((())))
1225,(q(t∨t))⊢(p∨q),((t∨))(t∨))(∨∨)
1226,(t(p→(t→q)))⊢(q∨t),((→→))(t∨)((∨t)(∨∨))
1227,((p∨t)(p∧r))⊢((p∨t)∧p),((pp)p(p))((∨p)(pp))
1228,(r((r∧t)∨s))⊢(r∨p),((rr))(r))((∨∨)(∨)
1229,(((¬p)∨r)r)⊢r,((rr)r(r)∨()
1230,(((s→t)∧q)p)⊢(p∨(p∨s)),((→p))(p))((∨))(∨∨)))
1231,(p(s∨q))⊢(p→(t∨p)),((∨p))(p∨)((∨∨)(∨∨))
1232,(((s∧s)∨p)(t∨(¬t)))⊢((((s∧s)∨p)∨t)∨q),((∨()(∨))((∨)(((()((()(()()()))))))
1233,(((p∨t)∨t)r)⊢(r∨s),((∨∨))(∨∨)((∨∨)(∨∨))
1234,(q(q∨(t∧t)))⊢(q∨t),((qq))(t)q((∨q)(∨)
1235,(t((r→s)∧r))⊢(r∨t),((→∧))(())((∨))()
1236,(((r∧s)→q)(¬r))⊢((¬r)∧(t∨(¬r))),(¬s)((∧))((∨)((¬))(()((¬)))))
1237,((¬s)s)⊢((¬s)→(p∨(¬s))),(¬∧)((∧))((¬)(()))())(
1238,((¬s)(s∧q))⊢(t∨((¬s)∨s)),((∧)((∧))((s)((())()))
1239,(r(q∧(¬r)))⊢(r∧(r∨t)),((∧r)(r))((()()())
1240,(p((p∧t)→q))⊢((p∨s)∨q),((→p))()))((∨))(∨∨)))
1241,(p(s∨t))⊢(p→(p∨r)),((∨p))(p∨)((∨p)(∨∨))
1242,((r∨s)(p∧t))⊢(q∨(p∧t)),((∧∧))()))((∨))(∨∨))
1243,(q(r∧(q∨t)))⊢(q→r),((qq))(q))((∨q)(∨)
1244,((t∨(s∧r))p)⊢((p∨s)∨r),((∨p)((p))((∨))(∨∨)))
1245,(t((r∨t)∧p))⊢(t∧((r∨t)∧p)),((∧()(t)))((∨))()∨()))
1246,(((p→p)∧t)(p∨s))⊢(q∨(p∨s)),((∨p)(pp))((∨)((∨p))∨)))
1247,(s(q∧q))⊢(s→q),((∧∧))((∨)(()
1248,(s((s→s)∨q))⊢(p∨(t∨s)),((→→))()))((∨))(∨∨)))
1249,((r∧(p∧p))r)⊢(r→(q∨r)),((rr))(r))((∨r)(∨∨))
1250,((q∨(s∨r))t)⊢(p∨(p∨t)),((∨∨))(∨))((∨))(∨∨))∨)
1251,(((r→q)→q)t)⊢(s∨t),((→→))(q∨)((∨→)(∨))
1252,((t∧(¬p))q)⊢(q∨q),((∧q))(t)(((∨q)
1253,((s∨t)(r∨s))⊢((s∨t)→(r∨s)),((→()(()))((∨)((∨∨))∨)))
1254,((t∧q)(¬q))⊢(¬q),(¬∧))q∧()(q))
1255,((r→(r→p))((t∧q)∨t))⊢(r→(r→p)),((→()(→→))((∨)((∨→((∨))))
1256,(r(p→s))⊢((p∨r)∨s),((→r))(p∨)((∨∨)(∨∨))
1257,(p(t→t))⊢(t∨(t→t)),tttt)t(ttt((tt)(t∨t)
